index,zipCode,PovertyEst,avgAnnCount,avgDeathsPerYear,deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyCount,studyPerCap,binnedInc
9160,29574,9517,177.0,77,193.6,445.3,32283,31747,30.1,0,0.0,
9161,29575,52066,1691.0,648,178.6,473.8,42830,309199,17.6,0,0.0,
9162,29576,52066,1691.0,648,178.6,473.8,42830,309199,17.6,1,3.234163112,
9163,29577,52066,1691.0,648,178.6,473.8,42830,309199,17.6,4,12.93665245,
9164,29579,52066,1691.0,648,178.6,473.8,42830,309199,17.6,1,3.234163112,
9165,29580,8838,183.0,95,224.8,425.2,29609,32535,28.3,0,0.0,
9166,29581,52066,1691.0,648,178.6,473.8,42830,309199,17.6,0,0.0,
9167,29582,52066,1691.0,648,178.6,473.8,42830,309199,17.6,0,0.0,
9168,29583,26454,677.0,297,195.5,443.6,42232,138900,19.5,0,0.0,
9169,29584,11991,228.0,109,206.2,428.1,34949,46017,26.4,0,0.0,
9170,29585,11811,431.0,173,190.9,484.6,44283,61298,19.6,0,0.0,
9171,29588,52066,1691.0,648,178.6,473.8,42830,309199,17.6,0,0.0,
9172,29590,8838,183.0,95,224.8,425.2,29609,32535,28.3,0,0.0,
9173,29591,26454,677.0,297,195.5,443.6,42232,138900,19.5,0,0.0,
9174,29592,9141,150.0,73,204.7,425.3,30516,31234,29.8,0,0.0,
9175,29593,16800,369.0,168,206.8,451.3,35640,67548,25.3,0,0.0,
9176,29594,7700,161.0,73,231.1,494.7,31170,27494,31.4,0,0.0,
9177,29596,7700,161.0,73,231.1,494.7,31170,27494,31.4,0,0.0,
9178,29601,69140,2249.0,860,175.4,461.7,49659,491863,14.7,64,130.1175327,
9179,29605,69140,2249.0,860,175.4,461.7,49659,491863,14.7,274,557.065687,
9180,29607,69140,2249.0,860,175.4,461.7,49659,491863,14.7,26,52.86024767,
9181,29609,69140,2249.0,860,175.4,461.7,49659,491863,14.7,23,46.76098832,
9182,29611,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9183,29613,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9184,29614,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9185,29615,69140,2249.0,860,175.4,461.7,49659,491863,14.7,85,172.8123482,
9186,29617,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9187,29620,5178,143.0,61,183.7,430.9,35525,24932,21.4,0,0.0,
9188,29621,31752,1069.0,409,177.3,475.4,43124,194692,16.7,48,246.5432581,
9189,29624,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9190,29625,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9191,29626,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9192,29627,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9193,29628,5178,143.0,61,183.7,430.9,35525,24932,21.4,0,0.0,
9194,29630,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9195,29631,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9196,29634,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9197,29635,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9198,29638,5178,143.0,61,183.7,430.9,35525,24932,21.4,0,0.0,
9199,29639,5178,143.0,61,183.7,430.9,35525,24932,21.4,0,0.0,
9200,29640,22174,609.0,216,165.3,470.4,41375,121691,19.5,36,295.8312447,
9201,29642,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9202,29643,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9203,29644,69140,2249.0,860,175.4,461.7,49659,491863,14.7,1,2.033086449,
9204,29645,13557,386.0,164,202.6,482.9,38268,66623,21.1,0,0.0,
9205,29646,14844,383.0,155,182.4,468.5,38878,69838,22.1,17,243.4204874,
9206,29649,14844,383.0,155,182.4,468.5,38878,69838,22.1,0,0.0,
9207,29650,69140,2249.0,860,175.4,461.7,49659,491863,14.7,48,97.58814955,
9208,29651,69140,2249.0,860,175.4,461.7,49659,491863,14.7,19,38.62864253,
9209,29653,14844,383.0,155,182.4,468.5,38878,69838,22.1,0,0.0,
9210,29654,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9211,29655,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9212,29657,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9213,29658,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9214,29659,5178,143.0,61,183.7,430.9,35525,24932,21.4,0,0.0,
9215,29661,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9216,29662,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9217,29664,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9218,29665,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9219,29666,14844,383.0,155,182.4,468.5,38878,69838,22.1,0,0.0,
9220,29667,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9221,29669,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9222,29670,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9223,29671,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9224,29672,12986,493.0,182,172.9,476.6,39548,75713,17.5,51,673.5963441,
9225,29673,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9226,29676,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9227,29678,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9228,29680,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9229,29681,69140,2249.0,860,175.4,461.7,49659,491863,14.7,1,2.033086449,
9230,29682,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9231,29683,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9232,29684,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9233,29685,22174,609.0,216,165.3,470.4,41375,121691,19.5,0,0.0,
9234,29686,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9235,29687,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9236,29689,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9237,29690,69140,2249.0,860,175.4,461.7,49659,491863,14.7,0,0.0,
9238,29691,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9239,29693,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9240,29696,12986,493.0,182,172.9,476.6,39548,75713,17.5,0,0.0,
9241,29697,31752,1069.0,409,177.3,475.4,43124,194692,16.7,0,0.0,
9242,29702,12295,312.0,120,187.8,494.2,38947,56194,22.3,0,0.0,
9243,29704,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9244,29706,7209,197.0,86,215.6,492.8,37537,32267,22.5,0,0.0,
9245,29707,15925,396.0,160,167.3,425.8,44854,85842,19.7,0,0.0,
9246,29708,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9247,29709,11991,228.0,109,206.2,428.1,34949,46017,26.4,0,0.0,
9248,29710,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9249,29712,7209,197.0,86,215.6,492.8,37537,32267,22.5,0,0.0,
9250,29714,7209,197.0,86,215.6,492.8,37537,32267,22.5,0,0.0,
9251,29715,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9252,29717,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9253,29718,11991,228.0,109,206.2,428.1,34949,46017,26.4,0,0.0,
9254,29720,15925,396.0,160,167.3,425.8,44854,85842,19.7,12,139.7917104,
9255,29724,7209,197.0,86,215.6,492.8,37537,32267,22.5,0,0.0,
9256,29726,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9257,29727,11991,228.0,109,206.2,428.1,34949,46017,26.4,0,0.0,
9258,29728,11991,228.0,109,206.2,428.1,34949,46017,26.4,0,0.0,
9259,29729,7209,197.0,86,215.6,492.8,37537,32267,22.5,0,0.0,
9260,29730,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9261,29732,35172,1030.0,421,185.8,448.5,54196,251195,14.6,12,47.77165151,
9262,29733,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9263,29741,11991,228.0,109,206.2,428.1,34949,46017,26.4,0,0.0,
9264,29742,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9265,29743,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9266,29745,35172,1030.0,421,185.8,448.5,54196,251195,14.6,0,0.0,
9267,29801,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9268,29803,26875,753.0,330,164.3,384.5,48537,165829,16.6,1,6.03030833,
9269,29805,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9270,29809,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9271,29810,3328,49.0,23,197.6,400.8,25530,9433,39.9,0,0.0,
9272,29812,5843,101.0,55,212.1,396.7,32205,21725,27.0,0,0.0,
9273,29816,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9274,29817,5843,101.0,55,212.1,396.7,32205,21725,27.0,0,0.0,
9275,29819,14844,383.0,155,182.4,468.5,38878,69838,22.1,0,0.0,
9276,29821,2105,77.0,27,159.8,421.7,38694,9706,24.6,0,0.0,
9277,29824,4122,123.0,48,157.8,399.8,44129,26514,17.5,0,0.0,
9278,29826,5843,101.0,55,212.1,396.7,32205,21725,27.0,0,0.0,
9279,29827,3328,49.0,23,197.6,400.8,25530,9433,39.9,0,0.0,
9280,29828,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9281,29829,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9282,29831,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9283,29832,4122,123.0,48,157.8,399.8,44129,26514,17.5,0,0.0,
9284,29834,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9285,29835,2105,77.0,27,159.8,421.7,38694,9706,24.6,0,0.0,
9286,29836,3328,49.0,23,197.6,400.8,25530,9433,39.9,0,0.0,
9287,29838,4122,123.0,48,157.8,399.8,44129,26514,17.5,0,0.0,
9288,29840,2105,77.0,27,159.8,421.7,38694,9706,24.6,0,0.0,
9289,29841,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9290,29842,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9291,29843,4209,91.0,39,187.5,437.6,30349,14880,29.7,0,0.0,
9292,29844,2105,77.0,27,159.8,421.7,38694,9706,24.6,0,0.0,
9293,29845,2105,77.0,27,159.8,421.7,38694,9706,24.6,0,0.0,
9294,29847,4122,123.0,48,157.8,399.8,44129,26514,17.5,0,0.0,
9295,29848,14844,383.0,155,182.4,468.5,38878,69838,22.1,0,0.0,
9296,29849,3328,49.0,23,197.6,400.8,25530,9433,39.9,0,0.0,
9297,29850,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9298,29851,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9299,29853,5843,101.0,55,212.1,396.7,32205,21725,27.0,0,0.0,
9300,29856,26875,753.0,330,164.3,384.5,48537,165829,16.6,0,0.0,
9301,29860,4122,123.0,48,157.8,399.8,44129,26514,17.5,0,0.0,
9302,29899,2105,77.0,27,159.8,421.7,38694,9706,24.6,0,0.0,
9303,29902,22025,1000.0,352,146.9,442.1,55427,179589,12.9,4,22.27307909,
9304,29904,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9305,29905,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9306,29906,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9307,29907,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9308,29909,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9309,29910,22025,1000.0,352,146.9,442.1,55427,179589,12.9,3,16.70480931,
9310,29911,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9311,29912,6285,105.0,47,179.1,408.6,37715,27824,24.5,0,0.0,
9312,29915,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9313,29916,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9314,29918,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9315,29920,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9316,29921,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9317,29922,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9318,29923,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9319,29924,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9320,29926,22025,1000.0,352,146.9,442.1,55427,179589,12.9,5,27.84134886,
9321,29927,6285,105.0,47,179.1,408.6,37715,27824,24.5,1,35.94019551,
9322,29928,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9323,29929,8566,225.0,105,211.7,459.0,35558,37731,23.0,0,0.0,
9324,29932,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9325,29934,6285,105.0,47,179.1,408.6,37715,27824,24.5,0,0.0,
9326,29935,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9327,29936,6285,105.0,47,179.1,408.6,37715,27824,24.5,0,0.0,
9328,29939,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9329,29940,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9330,29941,22025,1000.0,352,146.9,442.1,55427,179589,12.9,0,0.0,
9331,29943,6285,105.0,47,179.1,408.6,37715,27824,24.5,0,0.0,
9332,29944,4469,101.0,49,205.4,422.5,33644,20049,23.8,0,0.0,
9333,30002,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9334,30004,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9335,30005,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,4,3.95819356,
9336,30008,93604,2864.0,853,151.9,470.3,66970,741334,13.0,13,17.53595545,
9337,30009,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9338,30011,9440,281.0,114,192.0,457.7,49698,75370,13.0,0,0.0,
9339,30012,14983,373.0,131,162.1,437.7,48287,88856,17.3,0,0.0,
9340,30013,14983,373.0,131,162.1,437.7,48287,88856,17.3,0,0.0,
9341,30014,19738,431.0,161,182.4,476.0,48058,105473,19.4,0,0.0,
9342,30016,19738,431.0,161,182.4,476.0,48058,105473,19.4,0,0.0,
9343,30017,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9344,30019,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9345,30021,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9346,30022,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9347,30024,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9348,30025,13499,415.0,169,193.3,472.9,52082,88399,15.6,0,0.0,
9349,30028,12863,748.0,187,129.9,480.8,86413,212438,6.3,0,0.0,
9350,30030,144818,2841.0,914,157.4,462.8,50597,734871,20.4,2,2.721566098,
9351,30032,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9352,30033,144818,2841.0,914,157.4,462.8,50597,734871,20.4,47,63.9568033,
9353,30034,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9354,30035,144818,2841.0,914,157.4,462.8,50597,734871,20.4,2,2.721566098,
9355,30038,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9356,30039,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9357,30040,12863,748.0,187,129.9,480.8,86413,212438,6.3,0,0.0,
9358,30041,12863,748.0,187,129.9,480.8,86413,212438,6.3,10,47.07255764,
9359,30043,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9360,30044,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9361,30045,116888,2732.0,808,146.1,439.6,59858,895823,13.4,14,15.62808724,
9362,30046,116888,2732.0,808,146.1,439.6,59858,895823,13.4,10,11.16291946,
9363,30047,116888,2732.0,808,146.1,439.6,59858,895823,13.4,1,1.116291946,
9364,30052,13499,415.0,169,193.3,472.9,52082,88399,15.6,0,0.0,
9365,30054,19738,431.0,161,182.4,476.0,48058,105473,19.4,0,0.0,
9366,30055,2424,73.0,25,169.3,476.7,41818,13635,18.2,0,0.0,
9367,30058,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9368,30060,93604,2864.0,853,151.9,470.3,66970,741334,13.0,82,110.6114113,
9369,30062,93604,2864.0,853,151.9,470.3,66970,741334,13.0,1,1.34891965,
9370,30064,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9371,30066,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9372,30067,93604,2864.0,853,151.9,470.3,66970,741334,13.0,2,2.697839301,
9373,30068,93604,2864.0,853,151.9,470.3,66970,741334,13.0,1,1.34891965,
9374,30070,19738,431.0,161,182.4,476.0,48058,105473,19.4,0,0.0,
9375,30071,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9376,30072,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9377,30075,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9378,30076,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,2,1.97909678,
9379,30078,116888,2732.0,808,146.1,439.6,59858,895823,13.4,5,5.58145973,
9380,30079,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9381,30080,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9382,30082,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9383,30083,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9384,30084,144818,2841.0,914,157.4,462.8,50597,734871,20.4,3,4.082349147,
9385,30087,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9386,30088,144818,2841.0,914,157.4,462.8,50597,734871,20.4,0,0.0,
9387,30092,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9388,30093,116888,2732.0,808,146.1,439.6,59858,895823,13.4,0,0.0,
9389,30094,14983,373.0,131,162.1,437.7,48287,88856,17.3,0,0.0,
9390,30096,116888,2732.0,808,146.1,439.6,59858,895823,13.4,2,2.232583892,
9391,30101,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9392,30102,21331,963.0,286,158.4,490.2,71168,235900,9.3,0,0.0,
9393,30103,14398,496.0,179,191.2,509.0,51440,102747,14.3,0,0.0,
9394,30104,8351,232.0,95,212.1,516.7,38847,41524,20.6,0,0.0,
9395,30105,19408,534.0,205,183.5,487.1,41814,96504,21.1,0,0.0,
9396,30106,93604,2864.0,853,151.9,470.3,66970,741334,13.0,11,14.83811615,
9397,30107,21331,963.0,286,158.4,490.2,71168,235900,9.3,0,0.0,
9398,30108,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9399,30110,5300,162.0,69,213.9,500.5,40387,28854,18.8,4,138.6289596,
9400,30113,5300,162.0,69,213.9,500.5,40387,28854,18.8,0,0.0,
9401,30114,21331,963.0,286,158.4,490.2,71168,235900,9.3,0,0.0,
9402,30115,21331,963.0,286,158.4,490.2,71168,235900,9.3,0,0.0,
9403,30116,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9404,30117,24983,505.0,199,194.5,481.0,43442,114545,22.9,6,52.38116024,
9405,30118,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9406,30120,14398,496.0,179,191.2,509.0,51440,102747,14.3,15,145.9896639,
9407,30121,14398,496.0,179,191.2,509.0,51440,102747,14.3,3,29.19793279,
9408,30122,19423,519.0,185,175.3,462.3,54581,140733,14.2,1,7.105653969,
9409,30124,19408,534.0,205,183.5,487.1,41814,96504,21.1,0,0.0,
9410,30125,8351,232.0,95,212.1,516.7,38847,41524,20.6,0,0.0,
9411,30126,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9412,30127,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9413,30132,15777,542.0,173,173.2,495.4,63964,152238,10.7,0,0.0,
9414,30134,19423,519.0,185,175.3,462.3,54581,140733,14.2,3,21.31696191,
9415,30135,19423,519.0,185,175.3,462.3,54581,140733,14.2,0,0.0,
9416,30137,14398,496.0,179,191.2,509.0,51440,102747,14.3,0,0.0,
9417,30139,9800,266.0,105,191.7,478.8,43880,56574,17.8,0,0.0,
9418,30141,15777,542.0,173,173.2,495.4,63964,152238,10.7,1,6.568662226,
9419,30143,3655,196.0,68,176.4,512.6,51047,30309,12.3,0,0.0,
9420,30144,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9421,30145,14398,496.0,179,191.2,509.0,51440,102747,14.3,0,0.0,
9422,30147,19408,534.0,205,183.5,487.1,41814,96504,21.1,0,0.0,
9423,30148,3655,196.0,68,176.4,512.6,51047,30309,12.3,0,0.0,
9424,30149,19408,534.0,205,183.5,487.1,41814,96504,21.1,0,0.0,
9425,30152,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9426,30153,8351,232.0,95,212.1,516.7,38847,41524,20.6,0,0.0,
9427,30157,15777,542.0,173,173.2,495.4,63964,152238,10.7,0,0.0,
9428,30161,19408,534.0,205,183.5,487.1,41814,96504,21.1,0,0.0,
9429,30164,19738,431.0,161,182.4,476.0,48058,105473,19.4,0,0.0,
9430,30165,19408,534.0,205,183.5,487.1,41814,96504,21.1,12,124.3471773,
9431,30168,93604,2864.0,853,151.9,470.3,66970,741334,13.0,0,0.0,
9432,30170,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9433,30171,14398,496.0,179,191.2,509.0,51440,102747,14.3,3,29.19793279,
9434,30173,19408,534.0,205,183.5,487.1,41814,96504,21.1,0,0.0,
9435,30175,3655,196.0,68,176.4,512.6,51047,30309,12.3,0,0.0,
9436,30176,5300,162.0,69,213.9,500.5,40387,28854,18.8,0,0.0,
9437,30177,3655,196.0,68,176.4,512.6,51047,30309,12.3,8,263.9480022,
9438,30178,14398,496.0,179,191.2,509.0,51440,102747,14.3,0,0.0,
9439,30179,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9440,30180,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9441,30182,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9442,30183,21331,963.0,286,158.4,490.2,71168,235900,9.3,0,0.0,
9443,30184,14398,496.0,179,191.2,509.0,51440,102747,14.3,0,0.0,
9444,30185,24983,505.0,199,194.5,481.0,43442,114545,22.9,0,0.0,
9445,30187,19423,519.0,185,175.3,462.3,54581,140733,14.2,0,0.0,
9446,30188,21331,963.0,286,158.4,490.2,71168,235900,9.3,1,4.239084358,
9447,30189,21331,963.0,286,158.4,490.2,71168,235900,9.3,0,0.0,
9448,30204,3605,103.0,42,204.1,506.7,40339,18201,21.3,0,0.0,
9449,30205,7479,554.0,168,140.8,455.4,79069,110714,6.9,0,0.0,
9450,30206,2405,90.0,41,224.3,472.0,50395,17941,13.7,0,0.0,
9451,30213,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9452,30214,7479,554.0,168,140.8,455.4,79069,110714,6.9,8,72.25825099,
9453,30215,7479,554.0,168,140.8,455.4,79069,110714,6.9,0,0.0,
9454,30216,4474,130.0,60,240.6,508.7,41505,23593,21.3,0,0.0,
9455,30217,2174,62.0,24,178.8,475.7,41348,11539,19.0,0,0.0,
9456,30218,4931,125.0,49,173.9,456.9,37243,21190,23.6,0,0.0,
9457,30220,16804,555.0,199,169.3,453.6,60809,138427,12.5,0,0.0,
9458,30222,4931,125.0,49,173.9,456.9,37243,21190,23.6,0,0.0,
9459,30223,17205,361.0,139,196.2,511.1,35555,64051,27.4,0,0.0,
9460,30224,17205,361.0,139,196.2,511.1,35555,64051,27.4,0,0.0,
9461,30228,29088,825.0,280,175.9,477.6,60388,217739,13.7,0,0.0,
9462,30230,13099,344.0,134,186.0,483.7,41141,69763,19.5,0,0.0,
9463,30233,4474,130.0,60,240.6,508.7,41505,23593,21.3,0,0.0,
9464,30234,4474,130.0,60,240.6,508.7,41505,23593,21.3,0,0.0,
9465,30236,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9466,30238,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9467,30240,13099,344.0,134,186.0,483.7,41141,69763,19.5,0,0.0,
9468,30241,13099,344.0,134,186.0,483.7,41141,69763,19.5,0,0.0,
9469,30248,29088,825.0,280,175.9,477.6,60388,217739,13.7,0,0.0,
9470,30250,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9471,30251,4931,125.0,49,173.9,456.9,37243,21190,23.6,0,0.0,
9472,30252,29088,825.0,280,175.9,477.6,60388,217739,13.7,0,0.0,
9473,30253,29088,825.0,280,175.9,477.6,60388,217739,13.7,0,0.0,
9474,30256,2405,90.0,41,224.3,472.0,50395,17941,13.7,0,0.0,
9475,30257,3605,103.0,42,204.1,506.7,40339,18201,21.3,0,0.0,
9476,30258,2405,90.0,41,224.3,472.0,50395,17941,13.7,0,0.0,
9477,30259,16804,555.0,199,169.3,453.6,60809,138427,12.5,0,0.0,
9478,30260,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9479,30263,16804,555.0,199,169.3,453.6,60809,138427,12.5,5,36.12012107,
9480,30265,16804,555.0,199,169.3,453.6,60809,138427,12.5,23,166.1525569,
9481,30268,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9482,30269,7479,554.0,168,140.8,455.4,79069,110714,6.9,0,0.0,
9483,30273,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9484,30274,60123,886.0,291,165.3,452.9,42985,273955,22.9,8,29.20187622,
9485,30275,16804,555.0,199,169.3,453.6,60809,138427,12.5,0,0.0,
9486,30276,16804,555.0,199,169.3,453.6,60809,138427,12.5,0,0.0,
9487,30277,16804,555.0,199,169.3,453.6,60809,138427,12.5,0,0.0,
9488,30281,29088,825.0,280,175.9,477.6,60388,217739,13.7,3,13.77796353,
9489,30284,17205,361.0,139,196.2,511.1,35555,64051,27.4,0,0.0,
9490,30285,6661,161.0,64,189.5,480.2,34867,26368,25.9,0,0.0,
9491,30286,6661,161.0,64,189.5,480.2,34867,26368,25.9,0,0.0,
9492,30288,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9493,30289,16804,555.0,199,169.3,453.6,60809,138427,12.5,0,0.0,
9494,30290,7479,554.0,168,140.8,455.4,79069,110714,6.9,0,0.0,
9495,30291,168027,3906.0,1311,165.3,476.5,55516,1010562,17.4,0,0.0,
9496,30292,2405,90.0,41,224.3,472.0,50395,17941,13.7,0,0.0,
9497,30293,4931,125.0,49,173.9,456.9,37243,21190,23.6,0,0.0,
9498,30295,2405,90.0,41,224.3,472.0,50395,17941,13.7,0,0.0,
9499,30296,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
9500,30297,60123,886.0,291,165.3,452.9,42985,273955,22.9,0,0.0,
