index,zipCode,zipCount
627,54511,39
628,11030,39
629,48075,39
630,19010,39
631,94063,39
632,98166,39
633,80528,39
634,35805,39
635,41017,39
636,10700,39
637,44307,39
638,89144,39
639,97062,39
640,45220,39
641,20850,39
642,82609,38
643,79410,38
644,28546,38
645,91006,38
646,50134,38
647,99208,38
648,65613,38
649,35033,38
650,62801,38
651,66209,38
652,3722,38
653,68506,38
654,19140,38
655,33075,38
656,83301,38
657,78731,38
658,5405,38
659,60555,38
660,45405,38
661,64506,38
662,10000,38
663,31096,38
664,99216,37
665,54154,37
666,44145,37
667,10400,37
668,19301,37
669,76038,37
670,10019,37
671,60035,37
672,14076,37
673,28374,37
674,66210,37
675,25304,36
676,93309,36
677,55454,36
678,90110,36
679,64086,36
680,19803,36
681,44710,36
682,1199,36
683,64131,36
684,22401,36
685,85715,36
686,61704,36
687,36608,36
688,66213,36
689,4103,36
690,79031,36
691,46845,36
692,20016,36
693,29640,36
694,85224,36
695,89502,36
696,98274,36
697,10330,36
698,28006,35
699,64068,35
700,94903,35
701,1246,35
702,44883,35
703,64128,35
704,60504,35
705,60540,35
706,93105,35
707,61614,35
708,33901,35
709,46391,35
710,67460,35
711,59020,35
712,66208,35
713,80401,35
714,85338,35
715,43567,35
716,33401,35
717,45804,35
718,98029,34
719,30341,34
720,90610,34
721,62703,34
722,33028,34
723,31904,34
724,49801,34
725,39008,34
726,56126,34
727,54017,34
728,92108,34
729,14004,34
730,4330,34
731,78234,34
732,33100,34
733,45385,34
734,6360,34
735,91030,34
736,98003,34
737,66606,34
738,94531,34
739,33324,34
740,43402,34
741,60435,34
742,68803,34
743,83814,34
744,20900,34
745,27203,34
746,94801,34
747,20057,34
748,17325,34
749,28328,34
750,94158,33
751,86021,33
752,8041,33
753,2906,33
754,64118,33
755,6120,33
756,21229,33
757,95688,33
758,97401,33
759,95210,33
760,61070,33
761,8060,33
762,27834,33
763,22927,33
764,55426,32
765,19106,32
766,13057,32
767,46563,32
768,92801,32
769,19103,32
770,46107,32
771,40503,32
772,35100,32
773,24014,32
774,65616,32
775,94301,32
776,48098,32
777,28677,32
778,34298,32
779,144,32
780,46515,32
781,30318,32
782,53211,32
783,28401,32
784,37909,32
785,18840,32
786,98221,31
787,30309,31
788,27514,31
789,90211,31
790,8025,31
791,45433,31
792,46904,31
793,66421,31
794,25123,31
795,27320,31
796,94118,31
797,97045,31
798,34952,31
799,38043,31
800,45714,31
801,62902,31
802,78705,31
803,63003,31
804,80120,31
805,3106,31
806,92024,31
807,53100,31
808,98026,31
809,37212,31
810,54729,31
811,40705,31
812,97132,31
813,95355,31
814,94546,31
815,53227,31
816,38320,31
817,14784,31
818,98499,31
819,92103,30
820,80205,30
821,46628,30
822,6902,30
823,84157,30
824,31201,30
825,84132,30
826,5100,30
827,33908,30
828,46350,30
829,13125,30
830,15009,30
831,28100,30
832,66112,30
833,63127,30
834,10117,30
835,37403,30
836,54904,30
837,48910,30
838,60126,30
839,96734,30
840,84113,29
841,64154,29
842,64507,29
843,90277,29
844,70124,29
845,80304,29
846,98133,29
847,33316,29
848,60005,29
849,65212,29
850,28025,29
851,70300,29
852,20122,29
853,98004,29
854,21401,29
855,98415,29
856,6189,29
857,36604,29
858,7018,29
859,73120,29
860,63080,29
861,40701,29
862,53149,29
863,33176,29
864,7902,29
865,94577,29
866,53105,29
867,98664,29
868,26100,28
869,59807,28
870,17405,28
871,93053,28
872,33606,28
873,44281,28
874,37660,28
875,22601,28
876,99362,28
877,40447,28
878,19801,28
879,78503,28
880,46219,28
881,33331,28
882,11203,28
883,85234,28
884,44691,28
885,83092,28
886,54241,28
887,94523,28
888,63628,28
889,68847,28
890,63104,27
891,45459,27
892,17604,27
893,54409,27
894,53051,27
895,98700,27
896,80204,27
897,46014,27
898,75251,27
899,87109,27
900,64064,27
901,17901,27
902,99701,27
903,49120,27
904,29406,27
905,63670,27
906,45014,27
907,92708,27
908,19973,27
909,19971,27
910,70433,27
911,49307,27
912,11527,27
913,60453,27
914,34471,27
915,24501,27
916,45230,27
917,48439,27
918,60614,26
919,17837,26
920,8908,26
921,52074,26
922,2214,26
923,12801,26
924,62226,26
925,25198,26
926,18017,26
927,81008,26
928,65201,26
929,33442,26
930,44130,26
931,92270,26
932,91105,26
933,37620,26
934,98531,26
935,60901,26
936,13915,26
937,18103,26
938,27104,26
939,70115,26
940,32608,26
941,28078,26
942,35249,26
943,31701,26
944,29607,26
945,49933,26
946,77380,25
947,75010,25
948,85710,25
949,61832,25
950,42003,25
951,87042,25
952,88301,25
953,77026,25
954,10011,25
955,95602,25
956,45211,25
957,95616,25
958,17044,25
959,94520,25
960,44203,25
961,80260,25
962,80211,25
963,21079,25
964,7039,25
965,7112,25
966,27893,25
967,29403,25
968,17522,25
969,33006,25
970,94945,25
971,20037,25
972,72000,25
973,61938,25
974,6030,25
975,4412,25
976,14620,25
977,11733,25
978,29401,25
979,10060,25
980,6856,25
981,33607,25
982,90706,25
983,69126,25
984,152,24
985,40245,24
986,92618,24
987,85054,24
988,12200,24
989,189,24
990,92879,24
991,92505,24
992,59100,24
993,64116,24
994,88011,24
995,80909,24
996,21202,24
997,21044,24
998,67091,24
999,56401,24
1000,93401,24
1001,3301,24
1002,43100,24
1003,50129,24
1004,50036,24
1005,21701,24
1006,75201,24
1007,50158,24
1008,63017,24
1009,80336,24
1010,44131,24
1011,80111,23
1012,41701,23
1013,53233,23
1014,95356,23
1015,60048,23
1016,23666,23
1017,46032,23
1018,28207,23
1019,90813,23
1020,22408,23
1021,75651,23
1022,44308,23
1023,21801,23
1024,30265,23
1025,44136,23
1026,49431,23
1027,29609,23
1028,87401,23
1029,23226,23
1030,98034,23
1031,56100,23
1032,28792,23
1033,40225,23
1034,33426,23
1035,37044,23
1036,71110,23
1037,98503,23
1038,80224,23
1039,46321,23
1040,95065,23
1041,86336,23
1042,63011,23
1043,59801,23
1044,76100,22
1045,41124,22
1046,85925,22
1047,71013,22
1048,22042,22
1049,89102,22
1050,83619,22
1051,3102,22
1052,93030,22
1053,80222,22
1054,33905,22
1055,39202,22
1056,44708,22
1057,2130,22
1058,83686,22
1059,80229,22
1060,84770,22
1061,18009,22
1062,8876,22
1063,90089,22
1064,17331,22
1065,60451,22
1066,76177,22
1067,72015,22
1068,46544,22
1069,58201,22
1070,89113,22
1071,13326,22
1072,19004,22
1073,94806,22
1074,82131,22
1075,11528,22
1076,94545,22
1077,92069,22
1078,23462,22
1079,24127,22
1080,50401,22
1081,29203,22
1082,3115,22
1083,98632,21
1084,33180,21
1085,92335,21
1086,39120,21
1087,35042,21
1088,42100,21
1089,46804,21
1090,41014,21
1091,63376,21
1092,50924,21
1093,5602,21
1094,75701,21
1095,14080,21
1096,98686,21
1097,17007,21
1098,72758,21
1099,45801,21
1100,45202,21
1101,38801,21
1102,83864,21
1103,69008,21
1104,45069,21
1105,12601,21
1106,15090,21
1107,11217,21
1108,38119,21
1109,92807,21
1110,31000,21
1111,77598,21
1112,28054,21
1113,97504,21
1114,20014,21
1115,52100,21
1116,98107,21
1117,67601,21
1118,8360,20
1119,7103,20
1120,77479,20
1121,25701,20
1122,84101,20
1123,98001,20
1124,84103,20
1125,1605,20
1126,64057,20
1127,91402,20
1128,44280,20
1129,45136,20
1130,76712,20
1131,80110,20
1132,96859,20
1133,60560,20
1134,37067,20
1135,78701,20
1136,6202,20
1137,60099,20
1138,51503,20
1139,75090,20
1140,70118,20
1141,90034,20
1142,23538,20
1143,60640,20
1144,7753,20
1145,80026,20
1146,91367,20
1147,7740,20
1148,75015,20
1149,91706,20
1150,32827,20
1151,53038,20
1152,39581,20
1153,1854,20
1154,33305,20
1155,89503,20
1156,21218,20
1157,73100,20
1158,95124,20
1159,37421,20
1160,38671,20
1161,20910,20
1162,19380,20
1163,77090,20
1164,72202,20
1165,83100,20
1166,3010,20
1167,51092,20
1168,50501,20
1169,78759,20
1170,56537,20
1171,6810,20
1172,98002,20
1173,44202,20
1174,87110,20
1175,40509,20
1176,15215,20
1177,41009,20
1178,84604,19
1179,48123,19
1180,53024,19
1181,7198,19
1182,6457,19
1183,89121,19
1184,30150,19
1185,60134,19
1186,7871,19
1187,27262,19
1188,81925,19
1189,75571,19
1190,27518,19
1191,927,19
1192,14033,19
1193,95901,19
1194,29,19
1195,90073,19
1196,89119,19
1197,94800,19
1198,4856,19
1199,61362,19
1200,45247,19
1201,3246,19
1202,26121,19
1203,68046,19
1204,14000,19
1205,93940,19
1206,40004,19
1207,67530,19
1208,90710,19
1209,80303,19
1210,66502,19
1211,21502,19
1212,58103,19
1213,33435,19
1214,68000,19
1215,94608,19
1216,28009,19
1217,89149,19
1218,52803,19
1219,26500,19
1220,23601,19
1221,10469,19
1222,6708,19
1223,10017,19
1224,27216,19
1225,112,19
1226,29651,19
1227,81501,19
1228,66762,19
1229,40215,19
1230,50702,18
1231,35043,18
1232,78052,18
1233,23007,18
1234,97030,18
1235,10408,18
1236,92262,18
1237,60488,18
1238,75908,18
1239,94553,18
1240,31052,18
1241,47904,18
1242,15237,18
1243,85712,18
1244,93449,18
1245,29464,18
1246,40005,18
1247,98506,18
1248,21000,18
1249,73505,18
1250,2860,18
1251,7652,18
1252,75601,18
1253,19141,18
1254,10048,18
1255,8724,18
1256,76210,18
1257,4102,18
1258,54307,18
1259,15601,18
1260,60141,18
1261,6519,18
1262,65802,18
1263,48105,18
1264,58701,18
1265,90242,18
1266,37204,18
1267,83501,18
1268,45404,18
1269,10940,18
1270,95687,18
1271,88000,18
1272,98273,18
1273,45255,17
1274,84143,17
1275,19464,17
1276,53209,17
1277,93009,17
1278,66061,17
1279,78723,17
1280,29646,17
1281,20230,17
1282,97420,17
1283,98431,17
1284,62301,17
1285,85032,17
1286,93636,17
1287,53406,17
1288,6500,17
1289,98284,17
1290,60305,17
1291,95682,17
1292,20052,17
1293,71130,17
1294,37208,17
1295,75185,17
1296,6511,17
1297,47303,17
1298,77054,17
1299,84321,17
1300,14905,17
1301,97222,17
1302,53142,17
1303,70072,17
1304,98332,17
1305,27889,17
1306,97405,17
1307,81502,17
1308,94574,17
1309,46617,17
1310,98108,17
1311,34376,17
1312,34000,17
1313,96161,17
1314,54290,17
1315,95603,17
1316,29506,17
1317,78411,17
1318,48084,17
1319,17701,17
1320,96793,17
1321,98033,17
1322,40504,17
1323,90502,17
1324,68701,17
1325,53121,17
1326,82001,17
1327,89182,17
1328,84003,16
1329,30303,16
1330,37343,16
1331,91801,16
1332,11432,16
1333,50200,16
1334,79905,16
1335,19063,16
1336,33407,16
1337,38104,16
1338,1317,16
1339,32611,16
1340,24115,16
1341,68845,16
1342,1930,16
1343,71202,16
1344,60608,16
1345,75075,16
1346,79606,16
1347,47130,16
1348,63130,16
1349,1915,16
1350,17176,16
1351,18045,16
1352,71000,16
1353,51109,16
1354,37363,16
1355,54937,16
1356,52402,16
1357,22903,16
1358,90430,16
1359,34125,16
1360,15146,16
1361,70065,16
1362,98022,16
1363,94086,16
1364,32114,16
1365,75014,16
1366,78665,16
1367,69437,16
1368,80933,16
1369,7503,16
1370,40165,16
1371,6790,16
1372,13620,16
1373,54911,16
1374,34239,16
1375,73730,16
1376,75460,16
1377,80054,16
1378,98335,16
1379,24060,16
1380,37126,16
1381,33458,15
1382,46256,15
1383,49519,15
1384,84720,15
1385,12203,15
1386,15301,15
1387,98110,15
1388,51102,15
1389,92501,15
1390,94533,15
1391,24541,15
1392,78745,15
1393,99089,15
1394,78258,15
1395,19047,15
1396,23114,15
1397,32073,15
1398,96706,15
1399,10549,15
1400,76014,15
1401,45504,15
1402,7631,15
1403,75970,15
1404,61636,15
1405,70503,15
1406,35040,15
1407,17403,15
1408,21157,15
1409,45657,15
1410,44024,15
1411,91942,15
1412,98036,15
1413,20814,15
1414,15132,15
1415,28806,15
1416,92612,15
1417,37075,15
1418,62794,15
1419,47150,15
1420,17210,15
1421,94598,15
1422,12808,15
1423,13009,15
1424,66801,15
1425,32503,15
1426,94588,15
1427,79902,15
1428,3203,15
1429,43213,15
1430,53717,15
1431,13419,15
1432,92210,15
1433,10022,15
1434,90017,15
1435,61024,15
1436,17109,15
1437,35340,15
1438,7548,15
1439,60596,15
1440,71105,15
1441,30120,15
1442,90127,14
1443,92705,14
1444,20231,14
1445,49770,14
1446,47802,14
1447,8648,14
1448,13790,14
1449,69361,14
1450,60026,14
1451,40139,14
1452,49829,14
1453,89075,14
1454,69040,14
1455,6473,14
1456,6611,14
1457,9060,14
1458,30901,14
1459,38700,14
1460,32429,14
1461,3909,14
1462,60657,14
1463,60077,14
1464,71101,14
1465,69103,14
1466,99010,14
1467,80337,14
1468,28223,14
1469,75012,14
1470,66604,14
1471,91342,14
1472,34994,14
1473,44906,14
1474,52501,14
1475,7747,14
1476,30045,14
1477,15065,14
1478,78681,14
1479,90069,14
1480,28739,14
1481,2908,14
1482,6830,14
1483,15243,14
1484,33143,14
1485,27302,14
1486,32206,14
1487,94110,14
1488,10305,14
1489,14621,14
1490,67846,14
1491,30008,13
1492,40353,13
1493,79701,13
1494,36688,13
1495,16346,13
1496,74133,13
1497,58013,13
1498,93901,13
1499,37134,13
1500,20815,13
1501,128,13
1502,70808,13
1503,85012,13
1504,46015,13
1505,27609,13
1506,90146,13
1507,92121,13
1508,40002,13
1509,88034,13
1510,59501,13
1511,21224,13
1512,90419,13
1513,76137,13
1514,15025,13
1515,99437,13
1516,60389,13
1517,94117,13
1518,57401,13
1519,90602,13
1520,12002,13
1521,34093,13
1522,47900,13
1523,88100,13
1524,26003,13
1525,67098,13
1526,91767,13
1527,57201,13
1528,21029,13
1529,22100,13
1530,5403,13
1531,92404,13
1532,6477,13
1533,35205,13
1534,49055,13
1535,1608,13
1536,45212,13
1537,75093,13
1538,41101,13
1539,93534,13
1540,37000,13
1541,6824,13
1542,98005,13
1543,61107,13
1544,39104,13
1545,84918,13
1546,15236,13
1547,19460,13
1548,58102,13
1549,2462,13
1550,21133,13
1551,60631,13
1552,28105,13
1553,56068,13
1554,28602,13
1555,33520,13
1556,91031,13
1557,6489,13
1558,94568,13
1559,92008,13
1560,88014,13
1561,35243,13
1562,44129,13
1563,44309,13
1564,42431,13
1565,84107,13
1566,85260,12
1567,6418,12
1568,6606,12
1569,15901,12
1570,15401,12
1571,92118,12
1572,46410,12
1573,28803,12
1574,13005,12
1575,29732,12
1576,18512,12
1577,43212,12
1578,92663,12
1579,42701,12
1580,19124,12
1581,48043,12
1582,78758,12
1583,78000,12
1584,29720,12
1585,7450,12
1586,48446,12
1587,27704,12
1588,19612,12
1589,99504,12
1590,6516,12
1591,72100,12
1592,45004,12
1593,85306,12
1594,90505,12
1595,31403,12
1596,1923,12
1597,75005,12
1598,74245,12
1599,18105,12
1600,44791,12
1601,34652,12
1602,61104,12
1603,53547,12
1604,29200,12
1605,77702,12
1606,97330,12
1607,290,12
1608,23900,12
1609,60202,12
1610,94000,12
1611,23708,12
1612,28922,12
1613,46805,12
1614,92653,12
1615,93049,12
1616,56124,12
1617,80637,12
1618,3820,12
1619,21034,12
1620,81737,12
1621,75020,12
1622,20422,12
1623,32204,12
1624,74104,12
1625,6156,12
1626,22081,12
1627,91328,12
1628,12110,12
1629,14623,12
1630,27215,12
1631,54100,12
1632,94101,12
1633,24273,12
1634,69310,12
1635,1509,12
1636,11219,12
1637,18059,12
1638,30165,12
1639,33155,12
1640,58100,12
1641,48903,12
1642,64460,12
1643,80804,12
1644,24153,11
1645,7014,11
1646,63739,11
1647,23116,11
1648,90020,11
1649,29169,11
1650,63044,11
1651,27261,11
1652,28562,11
1653,48085,11
1654,98597,11
1655,32308,11
1656,64020,11
1657,37209,11
1658,30106,11
1659,95020,11
1660,12180,11
1661,63136,11
1662,35209,11
1663,28150,11
1664,94928,11
1665,18901,11
1666,27612,11
1667,99220,11
1668,17475,11
1669,35661,11
1670,70360,11
1671,42271,11
1672,46168,11
1673,31603,11
1674,8690,11
1675,11215,11
1676,60007,11
1677,34655,11
1678,6904,11
1679,98584,11
1680,48038,11
1681,3801,11
1682,32796,11
1683,10034,11
1684,92025,11
1685,63000,11
1686,15108,11
1687,10601,11
1688,32258,11
1689,63069,11
1690,86000,11
1691,16803,11
1692,43202,11
1693,56429,11
1694,82100,11
1695,69677,11
1696,33461,11
1697,32117,11
1698,43302,11
1699,10010,11
1700,7701,11
1701,85251,11
1702,95969,11
1703,35211,11
1704,94602,11
1705,8028,11
1706,65653,11
1707,50801,11
1708,57124,11
1709,28304,11
1710,76310,11
1711,53127,11
1712,6437,11
1713,67000,11
1714,42551,11
1715,41110,11
1716,78278,11
1717,33521,10
1718,23454,10
1719,67085,10
1720,20080,10
1721,95678,10
1722,55901,10
1723,11530,10
1724,50139,10
1725,17110,10
1726,48824,10
1727,94107,10
1728,75067,10
1729,24016,10
1730,75150,10
1731,20249,10
1732,6080,10
1733,53210,10
1734,89135,10
1735,4001,10
1736,37045,10
1737,46290,10
1738,30041,10
1739,32514,10
1740,25702,10
1741,46017,10
1742,66204,10
1743,28262,10
1744,89014,10
1745,79430,10
1746,70199,10
1747,21075,10
1748,43018,10
1749,98520,10
1750,75674,10
1751,59000,10
1752,54848,10
1753,60625,10
1754,38501,10
1755,71301,10
1756,19605,10
1757,65929,10
1758,19317,10
1759,10025,10
1760,30046,10
1761,86150,10
1762,45177,10
1763,28139,10
1764,33011,10
1765,97301,10
1766,27858,10
1767,60208,10
1768,24128,10
1769,10075,10
1770,26504,10
1771,71106,10
1772,53097,10
1773,53405,10
1774,35016,10
1775,70805,10
1776,31792,10
1777,8080,10
1778,28233,10
1779,30029,10
1780,88212,10
1781,11490,10
1782,98384,10
1783,61602,10
1784,75248,10
1785,79761,10
1786,48670,10
1787,92134,10
1788,48100,10
1789,46016,10
1790,7010,10
1791,22770,10
1792,77056,10
1793,55417,10
1794,23606,10
1795,34098,10
1796,92697,10
1797,1308,10
1798,48377,9
1799,39705,9
1800,37205,9
1801,11796,9
1802,98362,9
1803,91345,9
1804,20560,9
1805,40217,9
1806,7834,9
1807,27614,9
1808,20520,9
1809,1757,9
1810,44903,9
1811,32209,9
1812,61820,9
1813,11212,9
1814,3060,9
1815,2601,9
1816,62100,9
1817,55902,9
1818,18704,9
1819,85304,9
1820,48374,9
1821,95204,9
1822,92346,9
1823,56002,9
1824,936,9
1825,20142,9
1826,80335,9
1827,85015,9
1828,94612,9
1829,25124,9
1830,33611,9
1831,90036,9
1832,33000,9
1833,8270,9
1834,43204,9
1835,32005,9
1836,6760,9
1837,704,9
1838,91730,9
1839,33472,9
1840,95008,9
1841,48322,9
1842,72037,9
1843,73557,9
1844,29009,9
1845,64000,9
1846,85202,9
1847,41063,9
1848,6590,9
1849,36011,9
1850,98111,9
1851,90766,9
1852,55043,9
1853,32174,9
1854,34474,9
1855,18960,9
1856,24073,9
1857,2190,9
1858,18042,9
1859,26505,9
1860,33624,9
1861,85028,9
1862,68100,9
1863,81520,9
1864,79915,9
1865,87505,9
1866,85364,9
1867,16147,9
1868,95670,9
1869,25401,9
1870,84028,9
