index,zipCode,zipCount
1871,47713,9
1872,90045,9
1873,23320,9
1874,18508,9
1875,23970,9
1876,77573,9
1877,33133,9
1878,33134,9
1879,77230,9
1880,22033,9
1881,65203,9
1882,23235,9
1883,42303,9
1884,40402,9
1885,92637,9
1886,9113,9
1887,4101,9
1888,33169,9
1889,2135,9
1890,37215,9
1891,19026,9
1892,3022,9
1893,77004,9
1894,49033,9
1895,51014,9
1896,16505,9
1897,76012,9
1898,8096,9
1899,92224,8
1900,98158,8
1901,1015,8
1902,38100,8
1903,50931,8
1904,32701,8
1905,48197,8
1906,55100,8
1907,89509,8
1908,43201,8
1909,28144,8
1910,95128,8
1911,31076,8
1912,8243,8
1913,57010,8
1914,18104,8
1915,79044,8
1916,31217,8
1917,48183,8
1918,30214,8
1919,19090,8
1920,80112,8
1921,9116,8
1922,33170,8
1923,15240,8
1924,63129,8
1925,78157,8
1926,48067,8
1927,75216,8
1928,99352,8
1929,67502,8
1930,53715,8
1931,7101,8
1932,53132,8
1933,22304,8
1934,4107,8
1935,13215,8
1936,45365,8
1937,78207,8
1938,28112,8
1939,80230,8
1940,60123,8
1941,70817,8
1942,19134,8
1943,64114,8
1944,34300,8
1945,66046,8
1946,60160,8
1947,91350,8
1948,91355,8
1949,58502,8
1950,46307,8
1951,47403,8
1952,75237,8
1953,70403,8
1954,44256,8
1955,12534,8
1956,78130,8
1957,5009,8
1958,85027,8
1959,13421,8
1960,98507,8
1961,133,8
1962,8308,8
1963,20832,8
1964,26133,8
1965,98368,8
1966,33600,8
1967,20121,8
1968,97201,8
1969,8755,8
1970,42270,8
1971,35392,8
1972,18547,8
1973,34662,8
1974,10367,8
1975,91361,8
1976,62002,8
1977,29000,8
1978,31602,8
1979,3000,8
1980,90292,8
1981,58452,8
1982,77384,8
1983,11201,8
1984,23249,8
1985,44100,8
1986,918,8
1987,38301,8
1988,75013,8
1989,77042,8
1990,12100,8
1991,54935,8
1992,21601,8
1993,26789,8
1994,1201,8
1995,74605,8
1996,43311,8
1997,73142,8
1998,44892,8
1999,49546,8
2000,18057,8
2001,73071,8
2002,64109,8
2003,75239,8
2004,33756,8
2005,90185,8
2006,1420,8
2007,717,8
2008,33409,8
2009,29379,8
2010,53295,8
2011,85381,8
2012,70126,8
2013,30274,8
2014,34119,8
2015,22793,8
2016,30177,8
2017,98418,8
2018,7728,8
2019,30174,8
2020,19046,8
2021,94503,8
2022,78041,8
2023,42123,8
2024,89519,7
2025,58675,7
2026,26101,7
2027,26330,7
2028,96049,7
2029,24201,7
2030,10967,7
2031,59711,7
2032,92161,7
2033,51375,7
2034,67065,7
2035,909,7
2036,85004,7
2037,27284,7
2038,74078,7
2039,38039,7
2040,28031,7
2041,76275,7
2042,27295,7
2043,60430,7
2044,6132,7
2045,92151,7
2046,11787,7
2047,90822,7
2048,47923,7
2049,48312,7
2050,51056,7
2051,48314,7
2052,32792,7
2053,57000,7
2054,60585,7
2055,20060,7
2056,21740,7
2057,33014,7
2058,98226,7
2059,97223,7
2060,30328,7
2061,53840,7
2062,48346,7
2063,15261,7
2064,11021,7
2065,180,7
2066,91343,7
2067,21100,7
2068,27408,7
2069,6040,7
2070,41345,7
2071,20099,7
2072,85741,7
2073,44857,7
2074,48230,7
2075,53111,7
2076,60020,7
2077,91702,7
2078,50012,7
2079,34390,7
2080,24116,7
2081,8950,7
2082,47630,7
2083,10676,7
2084,44800,7
2085,7675,7
2086,68070,7
2087,35216,7
2088,46825,7
2089,36607,7
2090,16150,7
2091,6726,7
2092,48858,7
2093,77520,7
2094,91750,7
2095,95900,7
2096,28117,7
2097,21093,7
2098,22185,7
2099,50048,7
2100,66113,7
2101,66822,7
2102,10707,7
2103,61037,7
2104,48604,7
2105,75028,7
2106,61114,7
2107,60190,7
2108,79415,7
2109,19114,7
2110,84124,7
2111,48066,7
2112,20902,7
2113,55139,7
2114,50141,7
2115,61122,7
2116,14015,7
2117,20877,7
2118,94121,7
2119,18000,7
2120,6451,7
2121,34303,7
2122,70376,7
2123,33609,7
2124,78412,7
2125,35801,7
2126,94705,7
2127,32177,7
2128,48706,7
2129,75042,7
2130,38133,7
2131,3063,7
2132,76090,7
2133,37240,7
2134,43221,7
2135,40479,7
2136,11080,7
2137,8050,7
2138,85122,7
2139,22015,7
2140,48708,7
2141,38642,7
2142,60525,7
2143,71100,6
2144,80206,6
2145,10449,6
2146,34070,6
2147,64710,6
2148,85721,6
2149,935,6
2150,21614,6
2151,78405,6
2152,95340,6
2153,34744,6
2154,32457,6
2155,85206,6
2156,92056,6
2157,48157,6
2158,44137,6
2159,92020,6
2160,95608,6
2161,22328,6
2162,1107,6
2163,78404,6
2164,22205,6
2165,80638,6
2166,7922,6
2167,63128,6
2168,90262,6
2169,28209,6
2170,6129,6
2171,2421,6
2172,92100,6
2173,21061,6
2174,50005,6
2175,36207,6
2176,44302,6
2177,19087,6
2178,29150,6
2179,46527,6
2180,85025,6
2181,20176,6
2182,90640,6
2183,75679,6
2184,10960,6
2185,52661,6
2186,40022,6
2187,92122,6
2188,8660,6
2189,75019,6
2190,8053,6
2191,1330,6
2192,1702,6
2193,5819,6
2194,8822,6
2195,45500,6
2196,28816,6
2197,4240,6
2198,78212,6
2199,11211,6
2200,52249,6
2201,60402,6
2202,46236,6
2203,43126,6
2204,37024,6
2205,29100,6
2206,32086,6
2207,1890,6
2208,66219,6
2209,67226,6
2210,64100,6
2211,32901,6
2212,29308,6
2213,60805,6
2214,27030,6
2215,2302,6
2216,71640,6
2217,7059,6
2218,31048,6
2219,79601,6
2220,18014,6
2221,92078,6
2222,3802,6
2223,28239,6
2224,13021,6
2225,28232,6
2226,7100,6
2227,33161,6
2228,27708,6
2229,13285,6
2230,1321,6
2231,95815,6
2232,72903,6
2233,95122,6
2234,27713,6
2235,90015,6
2236,11009,6
2237,86156,6
2238,33462,6
2239,20190,6
2240,22003,6
2241,14215,6
2242,76031,6
2243,41253,6
2244,9121,6
2245,76000,6
2246,41820,6
2247,58185,6
2248,40241,6
2249,7120,6
2250,31208,6
2251,38655,6
2252,46037,6
2253,95023,6
2254,77070,6
2255,14169,6
2256,54313,6
2257,65199,6
2258,6591,6
2259,33613,6
2260,30117,6
2261,34102,6
2262,70852,6
2263,33428,6
2264,77802,6
2265,14226,6
2266,14165,6
2267,84082,6
2268,77058,6
2269,66538,6
2270,48121,6
2271,23704,6
2272,61108,6
2273,69115,6
2274,53095,6
2275,32822,6
2276,35235,6
2277,2886,6
2278,1010,6
2279,90022,6
2280,5701,6
2281,27310,6
2282,28500,6
2283,28659,6
2284,32904,6
2285,8873,6
2286,48126,6
2287,2721,6
2288,46815,6
2289,23456,6
2290,91910,6
2291,33907,6
2292,69710,5
2293,92658,5
2294,18081,5
2295,14021,5
2296,165,5
2297,63122,5
2298,33077,5
2299,67655,5
2300,32713,5
2301,19013,5
2302,11235,5
2303,50935,5
2304,14059,5
2305,3833,5
2306,95926,5
2307,8054,5
2308,22191,5
2309,11070,5
2310,20002,5
2311,13015,5
2312,33173,5
2313,91325,5
2314,95100,5
2315,10098,5
2316,40235,5
2317,88015,5
2318,78218,5
2319,22901,5
2320,34890,5
2321,6518,5
2322,73300,5
2323,7901,5
2324,18030,5
2325,80262,5
2326,28625,5
2327,22087,5
2328,77009,5
2329,72753,5
2330,2915,5
2331,43410,5
2332,18510,5
2333,17605,5
2334,19122,5
2335,61231,5
2336,42055,5
2337,97527,5
2338,5004,5
2339,16001,5
2340,76015,5
2341,8221,5
2342,85742,5
2343,44000,5
2344,54636,5
2345,27003,5
2346,13083,5
2347,47714,5
2348,76018,5
2349,72120,5
2350,80217,5
2351,28557,5
2352,2703,5
2353,91204,5
2354,31406,5
2355,912,5
2356,60653,5
2357,28177,5
2358,1844,5
2359,20879,5
2360,29926,5
2361,3053,5
2362,14186,5
2363,33145,5
2364,68161,5
2365,76132,5
2366,32024,5
2367,6700,5
2368,63117,5
2369,1250,5
2370,13502,5
2371,69317,5
2372,60569,5
2373,32763,5
2374,85255,5
2375,29341,5
2376,30130,5
2377,34684,5
2378,33719,5
2379,11718,5
2380,23562,5
2381,93400,5
2382,64060,5
2383,71201,5
2384,11522,5
2385,16105,5
2386,23100,5
2387,33761,5
2388,33716,5
2389,63108,5
2390,43231,5
2391,21941,5
2392,11220,5
2393,4039,5
2394,8534,5
2395,25000,5
2396,11200,5
2397,46063,5
2398,48018,5
2399,78246,5
2400,48013,5
2401,19034,5
2402,16201,5
2403,48108,5
2404,20251,5
2405,48103,5
2406,29600,5
2407,94275,5
2408,92604,5
2409,39759,5
2410,41501,5
2411,28731,5
2412,1101,5
2413,85100,5
2414,11407,5
2415,38305,5
2416,75061,5
2417,95445,5
2418,84000,5
2419,5651,5
2420,29501,5
2421,63090,5
2422,33617,5
2423,15526,5
2424,6052,5
2425,65191,5
2426,40170,5
2427,83704,5
2428,76051,5
2429,24047,5
2430,42002,5
2431,42000,5
2432,27401,5
2433,83310,5
2434,2719,5
2435,89124,5
2436,38017,5
2437,54913,5
2438,22102,5
2439,77845,5
2440,15100,5
2441,30078,5
2442,27701,5
2443,50180,5
2444,95123,5
2445,3039,5
2446,18101,5
2447,30449,5
2448,14029,5
2449,21045,5
2450,19102,5
2451,78209,5
2452,46254,5
2453,28462,5
2454,52246,5
2455,6200,5
2456,14626,5
2457,29440,5
2458,29201,5
2459,49855,5
2460,19355,5
2461,70806,5
2462,43220,5
2463,70839,5
2464,79110,5
2465,89100,5
2466,44200,5
2467,14564,5
2468,2155,5
2469,92288,5
2470,35110,5
2471,44625,5
2472,59075,5
2473,38163,5
2474,39401,5
2475,92110,5
2476,27536,5
2477,36204,5
2478,32216,5
2479,33300,5
2480,28702,5
2481,62500,5
2482,91307,5
2483,15000,5
2484,16121,5
2485,16128,5
2486,44646,5
2487,32778,5
2488,30559,5
2489,27106,5
2490,68848,5
2491,30263,5
2492,2841,5
2493,71032,5
2494,167,5
2495,49000,5
2496,49008,5
2497,48867,5
2498,92117,5
2499,29208,5
2500,41071,5
2501,77060,5
2502,38114,4
2503,21131,4
2504,33012,4
2505,2720,4
2506,34667,4
2507,26301,4
2508,21742,4
2509,90100,4
2510,34223,4
2511,78463,4
2512,6762,4
2513,9042,4
2514,14424,4
2515,43026,4
2516,11422,4
2517,7666,4
2518,81632,4
2519,10310,4
2520,33614,4
2521,2360,4
2522,33016,4
2523,78045,4
2524,9016,4
2525,8304,4
2526,70185,4
2527,21682,4
2528,28053,4
2529,28352,4
2530,22911,4
2531,2169,4
2532,91052,4
2533,75000,4
2534,7724,4
2535,55041,4
2536,24502,4
2537,37064,4
2538,87000,4
2539,36043,4
2540,32250,4
2541,98502,4
2542,22767,4
2543,11209,4
2544,65702,4
2545,28012,4
2546,31134,4
2547,61032,4
2548,60463,4
2549,39100,4
2550,72764,4
2551,48081,4
2552,65000,4
2553,51465,4
2554,32159,4
2555,32955,4
2556,8818,4
2557,75204,4
2558,60062,4
2559,37023,4
2560,60064,4
2561,60702,4
2562,80910,4
2563,40506,4
2564,22030,4
2565,95070,4
2566,155,4
2567,20307,4
2568,2125,4
2569,28644,4
2570,20155,4
2571,21018,4
2572,29118,4
2573,47574,4
2574,84108,4
2575,50586,4
2576,75006,4
2577,14048,4
2578,97517,4
2579,61100,4
2580,77034,4
2581,33065,4
2582,33064,4
2583,78550,4
2584,57001,4
2585,18301,4
2586,46158,4
2587,12351,4
2588,98052,4
2589,40100,4
2590,90210,4
2591,44266,4
2592,41404,4
2593,29577,4
2594,94804,4
2595,92660,4
2596,24100,4
2597,30329,4
2598,81241,4
2599,93000,4
2600,35000,4
2601,20003,4
2602,18925,4
2603,33098,4
2604,33125,4
2605,83000,4
2606,60616,4
2607,29209,4
2608,80132,4
2609,66211,4
2610,35291,4
2611,73112,4
2612,7058,4
2613,78666,4
2614,85040,4
2615,97216,4
2616,37235,4
2617,34236,4
2618,33328,4
2619,77478,4
2620,2920,4
2621,95126,4
2622,2120,4
2623,33156,4
2624,8540,4
2625,29902,4
2626,67100,4
2627,65130,4
2628,20357,4
2629,27577,4
2630,84020,4
2631,24382,4
2632,73117,4
2633,90470,4
2634,41464,4
2635,13440,4
2636,91754,4
2637,56000,4
2638,88214,4
2639,97448,4
2640,40000,4
2641,85297,4
2642,86015,4
2643,40050,4
2644,44033,4
2645,82362,4
2646,74140,4
2647,3310,4
2648,87039,4
2649,21702,4
2650,85308,4
2651,84070,4
2652,74374,4
2653,92350,4
2654,73230,4
2655,20770,4
2656,89511,4
2657,98039,4
2658,78240,4
2659,33124,4
2660,32960,4
2661,84095,4
2662,24457,4
2663,34117,4
2664,959,4
2665,43102,4
2666,37662,4
2667,78028,4
2668,60336,4
2669,60031,4
2670,20774,4
2671,45239,4
2672,53203,4
2673,54000,4
2674,47166,4
2675,54519,4
2676,7754,4
2677,33487,4
2678,68305,4
2679,48431,4
2680,31100,4
2681,36100,4
2682,3100,4
2683,28210,4
2684,46123,4
2685,18537,4
2686,33030,4
2687,77094,4
2688,38901,4
2689,39501,4
2690,91741,4
2691,92627,4
2692,23229,4
2693,85018,4
2694,19146,4
2695,54500,4
2696,54035,4
2697,21244,4
2698,60563,4
2699,90050,4
2700,30005,4
2701,8234,4
2702,71315,4
2703,60487,4
2704,14853,4
2705,10038,4
2706,50701,4
2707,28607,4
2708,63225,4
2709,17011,4
2710,77074,4
2711,33759,4
2712,59063,4
2713,1100,4
2714,71210,4
2715,7939,4
2716,7070,4
2717,65101,4
2718,83404,4
2719,45322,4
2720,30110,4
2721,18501,4
2722,37211,4
2723,7044,4
2724,45067,4
2725,10532,4
2726,33647,4
2727,78050,4
2728,83400,4
2729,10466,4
2730,47804,4
2731,53113,4
2732,39670,4
2733,93102,4
2734,40136,4
2735,97404,4
2736,78596,4
2737,17607,4
2738,99503,4
2739,91324,4
2740,83056,4
2741,59800,4
2742,60121,4
2743,68105,4
2744,54915,4
2745,6850,4
2746,28402,4
2747,3103,4
2748,37604,4
2749,3501,4
2750,1236,4
2751,2138,4
2752,16059,4
2753,13347,3
2754,4980,3
2755,37129,3
2756,44622,3
2757,76008,3
2758,23563,3
2759,9006,3
2760,23561,3
2761,14618,3
2762,60606,3
2763,39213,3
2764,91356,3
2765,31300,3
2766,30909,3
2767,22000,3
2768,30121,3
2769,34461,3
2770,30900,3
2771,37167,3
2772,50080,3
2773,13905,3
2774,39130,3
2775,29524,3
2776,45879,3
2777,33313,3
2778,92806,3
2779,7739,3
2780,78539,3
2781,37917,3
2782,12010,3
2783,33135,3
2784,34691,3
2785,95028,3
2786,10103,3
2787,30134,3
2788,63021,3
2789,25100,3
2790,84902,3
2791,23000,3
2792,26122,3
2793,33709,3
2794,91206,3
2795,19083,3
2796,69600,3
2797,92104,3
2798,79539,3
2799,90807,3
2800,49124,3
2801,25240,3
2802,76133,3
2803,716,3
2804,149,3
2805,84111,3
2806,58128,3
2807,37923,3
2808,98683,3
2809,33332,3
2810,10138,3
2811,6847,3
2812,41061,3
2813,41825,3
2814,4011,3
2815,30324,3
2816,72704,3
2817,55414,3
2818,1841,3
2819,8007,3
2820,8009,3
2821,77550,3
2822,36071,3
2823,37076,3
2824,46208,3
2825,92886,3
2826,24701,3
2827,50677,3
2828,51100,3
2829,79938,3
2830,1127,3
2831,8816,3
2832,49005,3
2833,15701,3
2834,39245,3
2835,90840,3
2836,32774,3
2837,70001,3
2838,59071,3
2839,42283,3
2840,59045,3
2841,61080,3
2842,21227,3
2843,8720,3
2844,16635,3
2845,86001,3
2846,20521,3
2847,93065,3
2848,90029,3
2849,25011,3
2850,10704,3
2851,961,3
2852,2113,3
2853,20211,3
2854,81101,3
2855,1120,3
2856,91344,3
2857,67063,3
2858,6032,3
2859,44460,3
2860,87100,3
2861,4020,3
2862,93463,3
2863,54703,3
2864,62290,3
2865,46383,3
2866,21047,3
2867,80010,3
2868,29011,3
2869,8024,3
2870,34747,3
2871,81100,3
2872,92101,3
2873,81401,3
2874,38103,3
2875,54642,3
2876,37408,3
2877,80002,3
2878,80000,3
2879,33144,3
2880,97309,3
2881,33919,3
2882,92844,3
2883,44670,3
2884,11795,3
2885,76017,3
2886,76011,3
2887,10468,3
2888,93308,3
2889,45249,3
2890,84034,3
2891,38126,3
2892,70000,3
2893,28211,3
2894,77062,3
2895,75181,3
2896,11373,3
2897,78205,3
2898,81545,3
2899,83041,3
2900,97006,3
2901,29910,3
2902,81601,3
2903,22190,3
2904,1742,3
2905,34205,3
2906,60477,3
2907,15208,3
2908,4277,3
2909,38834,3
2910,90220,3
2911,84131,3
2912,18435,3
2913,66100,3
2914,93710,3
2915,17601,3
2916,92140,3
2917,75203,3
2918,76135,3
2919,91710,3
2920,70390,3
2921,33071,3
2922,91360,3
2923,20852,3
2924,43016,3
2925,22290,3
2926,29412,3
2927,36024,3
2928,28911,3
2929,88017,3
2930,7012,3
2931,33511,3
2932,32003,3
2933,2781,3
2934,24000,3
2935,8034,3
2936,15666,3
2937,75082,3
2938,30281,3
2939,74100,3
2940,74101,3
2941,21122,3
2942,30171,3
2943,37055,3
2944,33150,3
2945,14195,3
2946,33441,3
2947,12065,3
2948,917,3
2949,20705,3
2950,78233,3
2951,28220,3
2952,45408,3
2953,85006,3
2954,65025,3
2955,73103,3
2956,85000,3
2957,57252,3
2958,80134,3
2959,54907,3
2960,70119,3
2961,80020,3
2962,18107,3
2963,32605,3
2964,39404,3
2965,2904,3
2966,69655,3
2967,90650,3
2968,46050,3
2969,43952,3
2970,33126,3
2971,35062,3
2972,24071,3
2973,33410,3
2974,60431,3
2975,70200,3
2976,59808,3
2977,13253,3
2978,10050,3
2979,91723,3
2980,38122,3
2981,30384,3
2982,64283,3
2983,12902,3
2984,20742,3
2985,48909,3
2986,56025,3
2987,95655,3
2988,93586,3
2989,11366,3
2990,91405,3
2991,38000,3
2992,12245,3
2993,65189,3
2994,55743,3
2995,90057,3
2996,11777,3
2997,9134,3
2998,8057,3
2999,1960,3
3000,56308,3
3001,12053,3
3002,98165,3
3003,15121,3
3004,45206,3
3005,48059,3
3006,57100,3
3007,91786,3
3008,46268,3
3009,50674,3
3010,1323,3
3011,66424,3
3012,93510,3
3013,45257,3
3014,35019,3
3015,65124,3
3016,72622,3
3017,53266,3
3018,30084,3
3019,62012,3
3020,22399,3
3021,11600,3
3022,6600,3
3023,84405,3
3024,11001,3
3025,4210,3
3026,35213,3
3027,8865,3
3028,7109,3
3029,20127,3
3030,68154,3
3031,22060,3
3032,98125,3
3033,28208,3
3034,833,3
3035,85718,3
3036,37066,3
3037,36526,3
3038,28850,3
3039,54769,3
3040,11803,3
3041,11355,3
3042,32257,3
3043,91436,3
3044,19002,3
3045,42103,3
3046,89202,3
3047,75708,3
3048,15219,3
3049,926,3
3050,56001,3
3051,39601,3
3052,4129,3
3053,48088,3
3054,921,3
3055,20895,3
3056,89201,3
3057,19610,3
3058,27707,3
3059,3755,3
3060,33060,3
3061,45100,3
3062,55904,3
3063,6230,3
3064,78200,3
3065,91522,3
3066,10174,3
3067,45103,3
3068,43230,3
3069,80187,3
3070,46112,3
3071,47402,3
3072,5652,3
3073,22801,3
3074,1009,3
3075,33710,3
3076,12462,3
3077,14467,3
3078,19118,3
3079,37207,3
3080,11312,3
3081,85023,3
3082,71800,3
3083,88996,3
3084,24103,3
3085,23225,3
3086,10027,3
3087,47441,3
3088,78215,3
3089,4266,3
3090,71304,3
3091,80246,3
3092,22763,3
3093,75035,3
3094,6122,3
3095,60131,3
3096,151,3
3097,31021,3
3098,51067,3
3099,7052,3
3100,73116,3
3101,99974,3
3102,33162,3
3103,49506,3
3104,70374,2
3105,60125,2
3106,14627,2
3107,23035,2
3108,71052,2
3109,71004,2
3110,31520,2
3111,38042,2
3112,67090,2
3113,32756,2
3114,66212,2
3115,8820,2
3116,67547,2
3117,6110,2
3118,2117,2
3119,66214,2
3120,68144,2
3121,68516,2
3122,35760,2
3123,92562,2
3124,67207,2
3125,94901,2
3126,34997,2
3127,10533,2
3128,92502,2
3129,30035,2
3130,33070,2
3131,45600,2
3132,63106,2
3133,69009,2
3134,1852,2
3135,6610,2
3136,98145,2
3137,69394,2
3138,60173,2
3139,32127,2
3140,36305,2
3141,10709,2
3142,98229,2
3143,84094,2
3144,38802,2
3145,32751,2
3146,20149,2
3147,70174,2
3148,70176,2
3149,99577,2
3150,41830,2
3151,985,2
3152,52146,2
3153,60053,2
3154,28942,2
3155,56403,2
3156,6062,2
3157,24740,2
3158,16761,2
3159,18574,2
3160,6420,2
3161,33024,2
3162,75050,2
3163,60607,2
3164,26480,2
3165,33025,2
3166,10104,2
3167,91411,2
3168,52336,2
3169,13126,2
3170,34292,2
3171,10924,2
3172,8026,2
3173,2451,2
3174,96450,2
3175,7760,2
3176,41016,2
3177,3766,2
3178,82606,2
3179,10522,2
3180,77089,2
3181,47051,2
3182,11941,2
3183,39576,2
3184,10900,2
3185,75063,2
3186,11100,2
3187,11103,2
3188,89191,2
3189,41000,2
3190,44652,2
3191,85711,2
3192,41260,2
3193,10713,2
3194,10304,2
3195,35015,2
3196,74010,2
3197,27804,2
3198,10719,2
3199,70210,2
3200,44787,2
3201,45659,2
3202,48382,2
3203,81362,2
3204,19901,2
3205,35630,2
3206,30030,2
3207,97124,2
3208,77005,2
3209,77007,2
3210,46980,2
3211,25705,2
3212,20153,2
3213,30310,2
3214,60010,2
3215,46702,2
3216,47012,2
3217,60085,2
3218,80100,2
3219,49074,2
3220,84117,2
3221,18944,2
3222,37160,2
3223,94120,2
3224,35020,2
3225,69400,2
3226,2129,2
3227,35022,2
3228,7444,2
3229,20234,2
3230,92150,2
3231,30905,2
3232,4901,2
3233,41700,2
3234,28358,2
3235,28905,2
3236,69032,2
3237,31203,2
3238,76164,2
3239,30332,2
3240,30331,2
3241,27517,2
3242,22027,2
3243,65211,2
3244,1135,2
3245,28451,2
3246,75100,2
3247,68118,2
3248,20095,2
3249,48235,2
3250,33321,2
3251,45000,2
3252,83280,2
3253,88045,2
3254,44534,2
3255,13000,2
3256,10471,2
3257,11206,2
3258,7646,2
3259,90805,2
3260,48047,2
3261,98668,2
3262,3340,2
3263,8029,2
3264,34362,2
3265,90606,2
3266,2445,2
3267,72115,2
3268,12061,2
3269,85021,2
3270,16602,2
3271,34371,2
3272,19020,2
3273,42080,2
3274,47710,2
3275,20184,2
3276,82152,2
3277,27000,2
3278,27006,2
3279,15323,2
3280,87439,2
3281,66241,2
3282,40620,2
3283,96822,2
3284,60045,2
3285,21225,2
3286,31003,2
3287,35039,2
3288,28612,2
3289,73019,2
3290,78660,2
3291,46530,2
3292,94583,2
3293,19014,2
3294,32935,2
3295,51301,2
3296,50659,2
3297,19446,2
3298,50169,2
3299,12550,2
3300,919,2
3301,65549,2
3302,35037,2
3303,80952,2
3304,910,2
3305,70815,2
3306,91205,2
3307,12401,2
3308,33880,2
3309,13087,2
3310,33027,2
3311,13088,2
3312,77027,2
3313,10512,2
3314,48683,2
3315,92882,2
3316,3186,2
3317,22010,2
3318,78306,2
3319,80209,2
3320,94105,2
3321,21005,2
3322,70840,2
3323,58515,2
3324,21680,2
3325,66000,2
3326,2472,2
3327,50679,2
3328,34500,2
3329,79104,2
3330,83022,2
3331,30460,2
3332,30606,2
3333,28403,2
3334,90449,2
3335,15102,2
3336,40292,2
3337,40201,2
3338,2132,2
3339,19403,2
3340,11576,2
3341,38652,2
3342,29285,2
3343,75062,2
3344,30599,2
3345,37087,2
3346,14140,2
3347,68165,2
3348,58504,2
3349,69337,2
3350,11706,2
3351,48152,2
3352,60089,2
3353,7432,2
3354,75234,2
3355,60528,2
3356,33980,2
3357,97422,2
3358,34208,2
3359,33063,2
3360,89703,2
3361,46143,2
3362,63101,2
3363,63103,2
3364,14609,2
3365,49614,2
3366,90560,2
3367,97231,2
3368,41931,2
3369,94035,2
3370,38401,2
3371,1506,2
3372,31270,2
3373,8970,2
3374,57123,2
3375,44406,2
3376,86169,2
3377,85745,2
3378,51057,2
3379,63310,2
3380,32657,2
3381,19152,2
3382,19401,2
3383,92300,2
3384,15517,2
3385,39108,2
3386,14222,2
3387,42277,2
3388,33146,2
3389,17111,2
3390,11385,2
3391,23321,2
3392,92592,2
3393,28754,2
3394,77843,2
3395,93306,2
3396,77386,2
3397,2881,2
3398,92780,2
3399,68022,2
3400,86120,2
3401,16125,2
3402,11526,2
3403,11525,2
3404,38010,2
3405,96816,2
3406,32801,2
3407,33781,2
3408,91762,2
3409,91761,2
3410,61363,2
3411,30096,2
3412,70031,2
3413,6735,2
3414,78235,2
3415,7608,2
3416,75243,2
3417,1224,2
3418,24211,2
3419,48336,2
3420,8240,2
3421,1133,2
3422,75877,2
3423,67010,2
3424,11065,2
3425,40133,2
3426,70211,2
3427,92617,2
3428,18618,2
3429,2141,2
3430,29424,2
3431,10128,2
3432,78219,2
3433,45040,2
3434,70471,2
3435,98055,2
3436,9037,2
3437,19131,2
3438,46227,2
3439,14450,2
3440,46226,2
3441,62701,2
3442,92114,2
3443,22587,2
3444,10317,2
3445,58260,2
3446,20006,2
3447,97000,2
3448,98012,2
3449,6540,2
3450,6513,2
3451,32814,2
3452,94160,2
3453,2321,2
3454,13008,2
3455,76105,2
3456,42001,2
3457,66111,2
3458,94710,2
3459,83702,2
3460,33804,2
3461,8854,2
3462,51000,2
3463,91056,2
3464,63351,2
3465,90021,2
3466,77303,2
3467,76504,2
3468,15562,2
3469,52001,2
3470,92646,2
3471,92648,2
3472,34121,2
3473,28744,2
3474,27516,2
3475,83045,2
3476,92009,2
3477,6620,2
3478,50000,2
3479,7207,2
3480,86132,2
3481,11023,2
3482,50006,2
3483,37804,2
3484,18055,2
3485,5201,2
3486,38009,2
3487,47500,2
3488,86050,2
3489,21015,2
3490,7733,2
3491,73126,2
3492,15905,2
3493,2006,2
3494,15203,2
3495,75219,2
3496,9130,2
3497,10249,2
3498,33449,2
3499,45276,2
3500,20000,2
3501,84065,2
3502,78213,2
3503,13581,2
3504,8661,2
3505,20008,2
3506,24019,2
3507,77701,2
3508,10028,2
3509,97219,2
3510,70014,2
3511,42070,2
3512,40113,2
3513,68901,2
3514,44320,2
3515,91776,2
3516,95032,2
3517,63303,2
3518,50226,2
3519,4073,2
3520,59494,2
3521,87500,2
3522,98374,2
3523,24004,2
3524,80060,2
3525,90880,2
3526,58104,2
3527,90717,2
3528,14025,2
3529,10018,2
3530,78829,2
3531,97207,2
3532,94025,2
3533,10015,2
3534,22904,2
3535,33166,2
3536,74203,2
3537,90241,2
3538,78201,2
3539,12345,2
3540,14974,2
3541,4509,2
3542,20011,2
3543,37996,2
3544,64320,2
3545,84341,2
3546,4005,2
3547,52000,2
3548,30338,2
3549,20036,2
3550,90716,2
3551,33470,2
3552,22260,2
3553,18454,2
3554,96317,2
3555,77694,2
3556,15206,2
3557,11356,2
3558,14221,2
3559,11365,2
3560,6504,2
3561,10617,2
3562,1223,2
3563,76107,2
3564,0,2
3565,40513,2
3566,83278,2
3567,48145,2
3568,6002,2
3569,46150,2
3570,92374,2
3571,34365,2
3572,45203,2
3573,45170,2
3574,85050,2
3575,86100,2
3576,90712,2
3577,31707,2
3578,1221,2
3579,47408,2
3580,62704,2
3581,90201,2
3582,6090,2
3583,95847,2
3584,56377,2
3585,94469,2
3586,91107,2
3587,41950,2
3588,98043,2
3589,37130,2
3590,97980,2
3591,34135,2
3592,92691,2
3593,85723,2
3594,6097,2
3595,70506,2
3596,43007,2
3597,57085,2
3598,94534,2
3599,22297,2
3600,35223,2
3601,22939,2
3602,92223,2
3603,59385,2
3604,40024,2
3605,40356,2
3606,13011,2
3607,33378,2
3608,21565,2
3609,41380,2
3610,72916,2
3611,75011,2
3612,33414,2
3613,78236,2
3614,30067,2
3615,92200,2
3616,8006,2
3617,70891,2
3618,14050,2
3619,71603,2
3620,13885,2
3621,15755,2
